일자,언론사,제목,통합 분류1,키워드,특성추출
1997-08-28,부산일보,공해에 방치된 교육현장,사회-환경,"공해,방치,교육현장,공장밀집지역,학교,부산,시내,각급,공해,사실,얘기,매연,악취,소음,복합,환경,공해,피해,수업,지장,수준,학생,교직원들,건강,위협,지경,지적,낙동강환경관리청,사상구,초등학교,대상,결과,대기,오염,정밀,조사,실태,지표,입증,관리,그동안,학생,보건,상태,조사,부산시교육청,의뢰,관련제도,교육당국,책임,조사내용,학교,환경기준치,초과,유해물질,검출,이산화질소,아황산가스,최고,94%,40%,충격,수치,물질,호흡기,심폐질환,유발,기준,초과,상태,상시화,등교,수업,하교시간,물론,시간,평균,기준,대기오염물질,출처,산업공정,자동차,대기,오염,물질,배출량,자동차,차지,비중,부산,85%,전국,감안,학교환경,오염,공단지역,부산시,지역,일반화,두통,눈병,피부질환,호소,학생,교사,지역,학교,부산시,지난달,97환경,백서,질소산화물,농도,공단지역,자동차,체증,간선도로변,현상,고통,학생들,호소,면접,의존,교육당국,조사,착수,다행,광범위,정밀,조사,질소산화물,탄화수소,오존,생성,1차,물질,오존,오염도,경계,심폐기능,치명상,미세먼지,측정,소홀,학교,보건,관리,신체등위,검사,재고,기생충,시대,대기오염,피해,생리,약자,노약자,청소년,어린이들,체중당,호흡량,호흡기,발달,오염,실태,측정,물론,공해,학교,건강검진,정밀역학조사,오염피해,원인,자치단체,환경당국,학교주변,일반기준치,강화,기준,마련,오염원,차단,대책,방안,강구","자동차,대기오염,호흡기,부산,그동안,대기오염물질,각급,산화물,기생충,교육당국,질소산화물,공단지역,부산시,어린이들,도로변,아황산가스,체중당,노약자,관련제도,피부질환,미세먼지,눈병,간선도로변,오염원,이산화질소,자치단체,산업공정,낙동강환경관리청,사상구,공장밀집지역,치명상,심폐기능"
1997-08-29,경인일보,주민들 세대별 지원 요구,지역-경기,"주민,세대,지원,요구,지원,주민,세대,요구,매립지,악취,소음,수혜사업,대책위,중단,거부,반입,대란,수도,쓰레기,속보,수도권,쓰레기매립지,주민수혜사업비,집행,진통,본보8월,일자,보도,세대,사업,추진,요구,주민들,반발,확산,주민대책위,주민,지원금,수혜대상자,사업시행,세대,지원,사업,시행,조합회의,해결,관철,29일,정문,이틀간,수도,쓰레기,운영,관리,조합,집회,방침,대책위축,수혜대상자,쓰레기,반입일,거주,기준,악취,소음,미세먼지,에어컨,공기청정기,집수리,지원,골자,사업추진안,요구,대책위,요구,수도,쓰레기,차량,매립지,반입,실력저지,예상,수도권,지역,쓰레기,대란,李旻鍾","수도권,대책위,매립지,이틀간,주민들,집수리,수혜대상자,사업시행,대상자,공기청정기,대책위축,미세먼지,청정기,조합회의,사업비,실력저지,수혜사업,주민대책위,반입일,사업추진안,지원금,주민수혜사업비,쓰레기매립지,추진안"
1997-08-30,경인일보,매립지 수해사업 개별지원 이행을,지역-대전,"매립지,수해,사업,개별,지원,이행을,매립지,수해,사업,개별,지원,이행,집단시위,검단,주민,집단,시위,속보,수도권,쓰레기매립지,주민수혜사업비,집행,주민대책위,서구,검단,지역,주민,대책위,29일,수도권,매립지,정문,공터,정문,집회,세대,수혜,사업,추진,악취,소음저감,대책,요구,시위,주민,이날,시위,주민지원근,90억,악취,수혜,대상자,국한,소음,미세먼지,에어컨,공기,청정기,성치,사업추진,촉구,수도권,매립지,운영관리조합,주민대책위,요구사항,이날,회의,주민들,반발,李旻鐘","매립지,검단,수도권,주민대책위,대책위,이행을,청정기,미세먼지,성치,사업추진,쓰레기매립지,90억,운영관리조합,소음저감,사업비,요구사항,지원근,주민들,대상자,집단시위,주민지원근,주민수혜사업비,李旻鐘,주민,수혜,시위,사업,악취,정문,요구,국한,서구,이날"
1997-09-01,세계일보,"수도권 스모그 오염미세먼지 빛 흡수때 발생,국립환경연 조사",사회-환경,"수도,스모,오염미세먼지,오염,미세,먼지,흡수,발생,국립환경연,조사,자동차,발생수도권,원인,물질,52%,발생,수도,스모,현상,안개,광화학반응,가스상태,오염물질,습도,변화,직경,2.5,미세먼지,PM,2.5,흡수,산란,국립환경연구원,94년,3년,수도권,지역,대상,기상청,시정,자료,서울,인천,지점,입자상물질,물리,특성,조사,스모,현상,원인,규명,결과,31일,연구원,84년,10년,서울지역,평균시정,9.5,계절별,가을,겨울,일수,12%,연간,44일,시정,기상조건,영향,여름철,햇빛,광화학반응,상대습도,대기,산화,습기,작용,촉진,스모,현상,심화,조사,시정,감소,직접적,영향물질,조사,미세먼지,결과,대기,미세,먼지,PM2.,기여,95%,산란,흡수,17%,주원,물질,미세,먼지,발생원,자동차,52%,연료,연소,31.3%,물질,16.7%","미세먼지,자동차,서울,기상청,오염미세먼지,발생원,광화학반응,수도권,발생수도권,평균시정,계절별,가스상태,연구원,상대습도,서울지역,국립환경연구원,광화학,인천,입자상물질,영향물질,여름철,기상조건,오염물질,입자상,주원,pm,국립환경연,빛,물질"
1997-09-01,한국일보,수도권 뿌연하늘 주범은 ‘미세먼지’,사회-환경,"주범,수도,하늘,미세먼지,국립환경연구원,수도,지역,시정,대기오염물질,미세먼지,조사,환경연구원,스모그,현상,원인,규명,94년,96년,수도,지역,조사,결과,시정악화,직접적,영향,대기오염물질,직경,2.5,100만,1m,미세먼지,시정악화,기여,95%,미세먼지,발생원,가스,물질,물리,화학적,변환,40.2%,자동차,35.6%,디젤자동차,25.6%,도로비산,먼지,5.1%,가솔린자동차,4.9%,연료,연소,7.5%,집계","시정악화,미세먼지,대기오염물질,자동차,디젤자동차,연구원,100만,가솔린자동차,환경연구원,1m,발생원,국립환경연구원,도로비산,먼지,물질,조사,지역,하늘,수도,주범,연소,연료,현상,변환,스모그,원인,화학,규명,화학적,환경,영향,대기,물리,직경,직접적,오염,기여,시정"
1997-09-08,헤럴드경제,(코스닥 퍼트롤)삼우내외산업,경제-반도체,"삼우내외산업,의장,공사,부문서,연속,도급,순위,반도체,클린룸,패널,수요,급증,성장지속,삼우,산업,대표,丁圭守,반도체,첨단,전자,설비,건설,크린룸,패널,제작,설치,전문,업체,회사,의장,공사,1위,연속,도급,순위,기록,방법,클린,룸용,내장패널,제조,발명특허,획득,이부문,사업,적극,육성,계획,내장패널,특수도료,사용,분진,미세먼지,표면,공기정화시스템,제거,병원,연구실,제약,공장,적합,수요,패널,제품,삼성,현대,LG,아남,대표적,반도체,생산,업체,공급,수요처,매출신장,94년,해외,공사,면허,발급,회사,해외,시장,진출,미국,법인,설립,영국,지사,설립,회사,관계자,중국,러시아,미국,영국,수출,8월말,수출실적,8백,달러,전체규모,2배,수준,2백만,연내,달러,달성,예상,회사,매출액,4백,2배,신장,8백억,원이상,추정,경상이익,50%이상,39억,순이익,2배,증가,27억,추산,회사,영업실적,신장,차입금,금융비용,감소,재무구조,8월말,부채비율,3백,2백,유보율,1백,유지,삼우,산업,내장재,외장재,사업,강화,계획,경기도,고양,공장,세라믹,라인,구축,지난달말,가동,반도체,첨단산업,확장,양호,성장세,삼우내외산업,상장,거래소,사진,丁圭守,대표","반도체,2배,내장패널,1위,영국,미국,연구실,아남,경기도,삼성,크린룸,거래소,중국,丁圭守,현대,공기정화시스템,2백,경상,유보율,3백,미세먼지,경상이익,재무구조,1백"
1997-09-08,헤럴드경제,하이라이트,문화-학술_문화재,"하이라이트,신대륙,지하,세계,정밀,탐사,SBS·,8일,11:35,97년,지하공간,탐사,복개,청계천,모습,공개,도심,하수구,탐사,하수,누수문제,지하,매설물,위험,보고,일반적,정화조,메탄가스,정도,폭발위험,폭발,실험,증명,날씨,놀이,시설,동양,최대,대형,서점,고급,수입품,쇼핑,지하도시,지하공간,도시,모습,지하철,지하상가,혼탁,공기,미세먼지,환경,투자,부족,상태,일관성,지하,관리,정책,지하,지도,형편,도시,오물,하수도,상수,전선,통신관,불법,통과,도시가스관,하수도,부식","하수도,수입품,지하공간,신대륙,미세먼지,동양,정화조,메탄가스,통신관,일관성,지하상가,폭발위험,도시가스관,누수문제,하수구,청계천,복개,지하도시,매설물,sbs,지하,탐사,도시,모습,폭발,고급,위험,정책,지도,공간,먼지,환경,투자,미세,놀이,시설,부족,상태,공기,날씨"
1997-09-10,경인일보,京畿·仁川 오존농도 서울보다 높다,사회-환경,"京畿,仁川,오존,농도,서울,京畿,仁川,오존,농도,서울,水原市,0.02,ppm,주원인,화물차,증가,富川,미세먼지오염,심해,수원,부천,안양,성남,과천시,서울,오존,미세먼지농도,환경부,7월,서울,평균,오존,농도,0.018,ppm,지역별,오존주의보,발령,구의동,0.026,ppm,쌍문동,대치동,불광동,0.021,ppm,서울,방이동,0.020,ppm,마포,0.010,ppm,서울,신설동,0.014,ppm,광화문,남가좌동,0.015,ppm,평균치,수도,지역,과천시,수원시,0.020,ppm,안양시,0.019,ppm,서울,인천시,서울시,0.018,ppm,조사,오존,환경,기준,0.1,ppm,0.06,ppm,오존,주의보,발령,기준,0.12,ppm,1시간,지속,직경,미만,미세먼지,PM-,7월,서울,평균,농도,집계,마포,구로동,쌍문동,기준치,불광동,방이동,광화문,서울,평균,서울,미세먼지,수도,지역,부천시,성남시,안양시,부천시,1월,3월,3개월,1백,1백,기록,수도권,미세,먼지,농도,조사,경기,도시,서울,오존,미세,먼지,농도,차량,증가,배기,집중,배출,화물차,운행,배기오염,발생,공장,자리,풀이","ppm,서울,미세먼지,화물차,수도권,부천시,안양시,쌍문동,마포,불광동,과천시,방이동,광화문,오존주의보,환경부,1백,평균치,부천,수원,안양,성남시,성남,배기오염,구의동,富川,서울시,仁川,남가좌동,미세먼지오염,구로동,3개월,대치동,수원시,주원인,인천시"
1997-09-22,헤럴드경제,경유차 매연여과장치 의무화,사회-환경,"의무화,경유,매연여과,장치,의무,黨政,추진,출고,한정,0.1,배출,기준,0.1,강화,예상,자동차업,큰반발,현대자동차,쌍용자동차,경유자동차,생산,업체,경유차량,매연여과,장치,장착,경유,차량,의무적,생산,강제,방안,추진,경유,운행,매연발생,획기적,정책추진과정,자동차,업계,반발,예상,국회,환경부,환경,당정,협의,신한국당,경유차,발생,매연,95%이상,매연여과장치,기존운행차량,신차,의무적,부착,방안,강구,환경당국,촉구,환경부,적극,검토,확인,환경부,당국자,운행중,경유차,매연여과장치,의무적,부착,유도,허용기준,매연,배출,허용,기준,2000년,강화,계획,운행차량,신차,매연여과장치,의무,장착,방안,적극,강구,환경부,신차,매연여과장치,의무,장착,실용,초기,단계,매연여과장치,검증,진척,완성차업계,관계부처,심층협의,추진,방침,환경부,출고,경유자동차,매연장치,의무,장착,여과,장치,보급,방식,출고,사후적,부착,현행,보급,방식,비용측면,유리,장치,보급,획기적,확산,판단,매연,미세먼지,배출,허용,기준,kWh,1마력,엔진,1시간,발생,매연량,g단위,표시,기준,현행,0.9,내년,0.5,강화,2000년,0.25,0.1,강화,매연여과장치,경유차량,운행,사실,차단,방침,환경부,출고,차량,매연여과장치,의무부착,방안,출고차,매연,배출,허용,기준,규정,방법,검토중,환경부,관계자,서울,트럭,버스,중대형차,자동차,3%,점유,경유차,매연,60%,2001년,중대형,경유차,55만,매연여과장치,부착","환경부,매연여과장치,경유차,자동차,경유차량,큰반발,매연여과,경유자동차,의무화,1마력,차업,관계부처,완성차업계,심층협의,서울,g단위,비용측면,정책추진과정,현대자동차,검토중,쌍용자동차,매연량,관계자"
1997-09-22,경향신문,산불연기(여적),국제-아시아,"산불연기,대기오염문제,나라,끼리,불편,사례,미국,멕시코,멕시코,화력,발전소,연기,미국,국립공원,지대,공기,악영향,대처,방식,나라,자존심,속앓이,굴뚝문제,골머리,요즘,동남아,산불,빌미,대기오염,인도네시아쪽,화전,바람,밀림,이웃나라들,피해,산불,연기,인도네시아,이웃,말레이시아,싱가포르,사람,산업분야,발목,소식,미국,멕시코사이,비교상대,최악,상황,대기오염물질,형태,환경위생,미세먼지,오존,황산안개,오염물질,가지,아황산가스,일산화탄소,공기,허용량,아황산가스,1백만,10,,1백만,미량,실감,숫자들,호흡기질환,알레르기질환,심장,위장장애,판단능력,야기,오염물질들,위험,대기오염도,미국식,잣대,오염지수,PSI,방식,위험수준,건강,단계,동남아,지수,이만저만,짐작,산업,발달,오염,물질,배출,50년,2,000배,동남아,재앙,엘니뇨,가뭄,산불,오염물질,가세,형태,재해,국제화,세상,북한,생각","미국,오염물질,멕시코,1백만,인도네시아,일산화탄소,아황산가스,싱가포르,허용량,판단능력,미세먼지,숫자들,황산안개,굴뚝문제,위장장애,호흡기질환,국제화,비교상대,미국식,대기오염문제,호흡기,악영향,산업분야,알레르기질환,환경위생,이웃나라들,멕시코사이,대기오염물질,오염도,이만저만,말레이시아,국립공원,발전소,자존심,대기오염,오염물질들,위험수준,오염지수,대기오염도,끼리,인도네시아쪽"
1997-09-26,경향신문,연무 공포 ‘남의 일 아니다’,사회-환경,"연무,공포,계절풍,북상땐,대기오염,북상,대기,오염,산성비,피해인도네시아,발생,화재,연무,장기적,한반도,대기오염,산성비,발생,영향,환경부,기상청,전망,기상청,동남아,연무,사태,가을,내년,단기적,한반도,영향,기간,한반도,기간,대륙,북서풍,영향,전문가,내년,여름,사정,경고,여름,남동,남서,계절풍,동남아,대기오염물질,바람,한반도,가능성,화재규모,탄산,메탄가스,미세먼지,대기오염물질,발생량,물질들,내년,여름,동남아,상공,계절풍,한반도,예상,피해,대기오염,호흡기질환,건강상,위협,화재,황산화물,수증기,결합,한반도,산성비,호수,수질오염,나무,농작물,고사,피해,화재,오염물질,대기권,지상,상공,성층권,진입,한반도,주변국가,기온변화,유발,환경부,관계자,2년,필리핀,발생,화산폭발,화산분진,햇볕,차단,기온,저하,조심,진단,분진,기류,영향,성층권,진입,분산,체류,햇볕,기온저하,유발,김판수,이은정","대기오염,계절풍,산성비,환경부,기상청,성층권,대기오염물질,북상땐,미세먼지,메탄가스,건강상,김판수,호흡기,농작물,수질오염,기온변화,화산분진,관계자,호흡기질환,필리핀,황산화물,화재규모,남동,기온저하,발생량,물질들,주변국가,가능성,북서풍,화산폭발,대기권,피해인도네시아,인도네시아,오염물질,전문가,이은정,한반도"
1997-09-29,부산일보,부산지하철 대기오염 심화,사회-환경,"심화,부산지하철,대기,오염,구내,부산,지하철역,대기오염,심화,미세먼지,오염물질,환경기준치,카드늄,비소,수은,중금속물질,발생량,급증추세,대책마련,지적,사실,보건환경연구원,부산시,보건,환경,연구원,박시균의원,국회,건설,교통위,박시균,의원,신한국당,제출,부산지하철,지하,환경,조사,결과서,자료,조사,미세먼지,항목,미세,먼지,PM-,하루,기준,1백,입방미터,자갈치,남포동,중앙동,범내골,서면,부전동,연산동,교대앞,조사역,부산역,제외,8개,기준치,초과,부산지하철,먼지공해,기간,먼지,입방미터,남포동,중앙동,서면,하루,기준,입방,미터,중금속물질,카드늄,입방미터,서면역,조사첫해,0.0025,0.0057,0.006,크롬,입방미터,0.033,0.052,기준치,증가추세","입방미터,부산지하철,미세먼지,서면,기준치,부산역,조사역,대기오염,중앙동,남포동,부산시,중금속물질,지하철역,부산,박시균,교통위,교대앞,대책마련,신한국당,급증추세,연산동,박시균의원,보건환경연구원,발생량,결과서"
1997-09-30,강원도민일보,영남,사회-환경,"영남,영남부산지하철,오염,8개,역사,기준치,부산지하철,역사,공기오염,악화,조사,사실,국회,건설,교통위,朴是均,의원,제출,부산지하철,지하,환경,조사,결과,보고서,국감자료,자료,조사,미세먼지,항목,미세,먼지,PM-,지하역사,환경기준치,초과","부산지하철,보고서,8개,朴是均,미세먼지,영남부산지하철,지하역사,교통위,국감자료,공기오염,기준치,환경기준치,영남,조사,역사,기준,국회,오염,환경,지하,자료,의원,제출,먼지,미세,항목,국감,건설,공기,사실,악화,결과"
1997-10-03,문화일보,"집먼지진드기,환절기 감기 ‘주범’",사회-의료_건강,"집먼지진드기,환절기,감기,주범,연세,알레르기,심포지엄서,침구류,2,3개월,세탁,날씨,시작,콧물,재채기,가려움증등,감기,오인,병원,환자들,집먼지진드기,알레르,지적,연세대의대,박중원,알레르기내과,교수,이한일,기생충학,교수,신촌세브란스병원,개최,심포지엄,연세,알레르기,알레르기,환자,어린,천식환자,90%이상,성인천식,알레르기,비염,환자,50%,집먼,지진드기,알레르기,아토피,피부염,중요,원인,이교수,집먼지진드기,발견,진드기,종류,26종,집먼지진드기,개체군,변화,영향,환경요인,온도,습도,보고,집먼지진드기,우리나라,가정,집먼,지진드기,서식밀도,45.3개체,미세,먼지,개체,일본,개체,덴마크,1천,30개체,선진,외국,카펫,사용빈도,증가,주거환경,서구화,전망,진드기,0.2,0.4,미세,벌레,사람,동물,피부,비듬등,먹이,이교수,설명,사람,보통,성인,비듬,마리,3개월,이날,심포지엄,집먼지진드기,효과적,제거,제시,박교수,집먼,지진드기,알레르기,환자,수면중,진드기,노출,침구류,관리,중요,지적,침구류,집먼지진드기,3개월,침구류,세탁,세탁때,냉수,섭씨,사용,집먼지진드기,살균,알레르기환자,가정,가능,카펫,사용,권고,진공청소기,이용,알레르기,환자,알레르기원,물질,노출,공기청정기,공기,부유,집먼지진드기,바퀴벌레,알레르기,항원,감안,효과,보고,가습기,환자,집먼,지진드기,알레르기,지적,집안,상대습도,집먼지진드기,진균류,서식,촉진,가습기내,진균류,서식,진균,포자,공기중,비산,환자,증상,악화,위험","집먼지진드기,지진드기,집먼,침구류,이교수,3개월,가습기,어린,우리나라,심포지엄서,알레르기환자,덴마크,피부염,신촌세브란스병원,진균,진균류,연세,콧물,가려움증등,일본,주거환경,1천,환경요인,서구화,가려움증,상대습도,30개체,이한일"
1997-10-08,서울신문,"올여름 대도시 공기 맑아졌다,서울·부산 등 5대도시",사회-환경,"공기,올여름,서울,부산,5대도시,총부유먼지,낮기온,소나기,오염,여름,서울,전국,공기,환경부,8월,서울,총부유먼지,농도,지름,10이하,미세,먼지,농도,집계,0.021,ppm,서울,오존,농도,0.019,ppm,이산화질소,농도,0.029,ppm,0.019,ppm,여름,서울,대기오염,개선,까닭,강수량,1백,예년,평균,1백,낮기온,예년,1.4,불안정,공기,대기,소통,원활,소나기,풀이,서울,부산,총부유먼지,미세먼지,0.028,ppm,오존,0.021,ppm,0.025,ppm,이산화질소,0.022,ppm,대구,총부유먼지,미세먼지,0.018,ppm,이산화질소,0.017,ppm,전반적,공기,집계,인천,0.014,ppm,오존농도,0.017,ppm,총부유먼지농도,미세먼지,농도,광주,오존농도,0.013,ppm,0.020,ppm,총부유먼지,미세먼지,대전,미세,먼지,농도,총부유먼지,오존,0.027,ppm,0.018,ppm,이산화질소,농도,0.021,ppm,0.010,ppm","ppm,서울,총부유먼지,미세먼지,1백,이산화질소,환경부,부산,강수량,올여름,총부유,오존농도,5대도시,불안정,인천,10이하,대기오염,총부유먼지농도,광주,대구,농도,공기,먼지,오존,예년,소나기,대기,오염,집계,전국,여름,미세,원활,소통"
1997-10-10,국민일보,"청명한 가을하늘 '실종',서울 이달들어 가시거리 10㎞미만",사회-환경,"가을,하늘,실종,서울,이달,가시거리,미만,대기오염,적은강수,초겨울기온,복합작용,바람,하늘,가을,연상,날씨,대기오염,심화,가시거리,시정,최악,상태,추위,예년,환경부,기상청,서울,시정,9월,최장,10월,연일,미만,태풍,올리와,북상,며칠동안,시정,30일,최장,최단,10월,9월,시정,최단,6.3,최장,30.9,10월,최단,최장,31.0,가을,가시거리,하루,정도,대기,악화,시정,악화,자동차,증가,오존,미세,먼지,이산화질소,대기오염물질,급증,연무현상,연일,북쪽,영향,대기,안정,오염물질,정체,가을,보통,3개,북상,태풍,지난달,올리와,초순,강수량,76.9,예년평균,1백,대기오염,지방,예년,2주,가량,얼음,초겨울,기온,가을,아침기온,중부,지방,한차례,11일,전망,기상청,기온,다음주초,예년평균,바람,가을하늘,공해,이상기후,가을,실종","가시거리,이산화질소,대기오염,서울,기상청,올리와,예년평균,한차례,환경부,가을하늘,연무현상,이상기후,강수량,3개,자동차,2주,적은강수,며칠동안,복합작용,오염물질,1백,대기오염물질,아침기온,가을,시정,최장,대기,기온,오염,예년,최단,지방,북상,연일,바람,태풍"
1997-10-10,경인일보,연평균 오존농도 수원·과천 최고,지역-경기,"수원,연평균,오존,농도,과천,최고,수원,연평균,오존,농도,과천,최고,경기도,연평균,오존,농도,수원시,과천시,먼지,시흥시,부천시,측정치,연평균,미세,먼지,측정,환경기준치,환경기준치,80ug,초과,대책,지적,경기도,국회,환경,노동,위원회,제출,국정,감사,자료,군별,평균,오존,농도,측정,결과,수원시,과천시,0.02,ppm,한성시,0.019,ppm,의왕시,0.017,ppm,의정부,광명,구리시,0.016,ppm,성남,안산시,0.015,ppm,시흥시,0.012,ppm,부천시,0.01,ppm","ppm,연평균,경기도,시흥시,부천시,수원시,환경기준치,과천시,80ug,위원회,광명,구리시,안산시,군별,의정부,성남,한성시,의왕시,과천,측정치,수원,환경,자료,농도,측정,먼지,국회,평균,오존,최고,대책,제출,지적,감사,국정,기준,노동,준치,결과,미세"
1997-10-11,중앙일보,"대전 시내 관공서 건물,흡·배기관 청소 불량…국감자료",지역-대전,"대전,시내,관공서,건물,배기관,청소,불량,국감자료,대전시내,관공서들,대전시,관공서,법규,무시,건물,배기관,청소,대전시,법규,위반,사실,고발,공공기관끼리,의혹,대전시,金洪信,국회,보건,복지,김홍신,민주,의원,제출,국정,감사,자료,95년,개정,공중위생법,준공,연면적,평방m,3천,사무,건축물,평방m,복합,건물,포함,8월,배기관,닥트,청소,청소,대상,대전시,공공,기관,대전시청,충남도청,기관,제외,대전고법,북부경찰서등,기관,청소,건물,내부,공기,정화,배기관,오랫동안,청소,호흡기,질환,미세먼지,축적,관련법,청소의무,위반,벌금,건물주들,민간,건물주,관련법,청소,대전시,관공서,위반,건물,고발,관청끼리,의혹,제기,대전","대전시내,대전시,관공서,배기관,대전시청,김홍신,건축물,관련법,평방m,3천,끼리,관공서들,미세먼지,북부경찰서등,공중위생법,북부경찰서,대전고법,국감자료,건물주들,金洪信,관청끼리,건물주,호흡기,충남도청,공공기관끼리,청소의무"
1997-10-17,중앙일보,상무.일곡.운남지구 먼지농도 기준치 넘어,지역-경기,"상무,일곡,운남지구,먼지농도,기준,첨단,상무,일곡,운남택지지구등,택지지구,첨단지구,광주시,택지,지구,첨단,지구,농도,공기,미세,먼지,광주시보건환경연구원,택지개발지구,단위,미세,먼지,PM10,PM10,입자직경,먼지,자동차,공장등,매연,인위,요인,배출,흡착력,인체,유해,결과,첨단,택지,지구,연평균,농도,69.8,상무,운남,일곡,광주","일곡,운남,먼지농도,pm10,흡착력,택지지구,공장등,첨단지구,입자직경,자동차,광주시보건환경연구원,광주시,택지개발지구,운남택지지구등,운남택지,운남지구,연평균,광주,지구,먼지,농도,첨단,상무,택지,결과,미세,단위,인위,매연,요인,배출,공장,인체,입자,직경,유해,기준"
1997-10-20,한겨레,"집안에 진드기가 득시글 득시글,코막힘,콧물,재채기",문화-생활,"집안,진드기,콧물,재채기,집먼지진드기,침대,카펫,소파,온상,일교차,요즘,콧물,재채기,증상,감기,생각,진드기,알레르기,환자,우리나라,진드기,알레르기,질환,곰팡이,동물,꽃가루,항원,으뜸,연세대,의대,박중원,교수,알레르기,내과,어린이,천식,90%,천식,알레르기,비염,50%,진드기,병원체,아토피,피부염,중요,원인,알레르기,질환,완치,치료약,질환,유발,항원,회피,최선,치료법,전문의들,충고,가정,진드기,예방,대표적,환경,관리,요법,침구,관리,잠자리,진드기,노출,침구,관리,중요,침구류,세탁,가능,항원,진드기,통과,비닐,침구,안감,거실바닥,가구관리,진드기,침구류,거실,카펫,직물,가구,인형,의류,서식,진공청소기,청소,살균제,권장,효과,한정적,세탁법,집먼지진드기,제거,살균,효과,침구,의류,가구,세탁,지장,선택,진공청소기,진공청소기,진드기,항원,포함,먼지,입자,제거,일주일,2차례,진공청소기,청소,냉동,일광처리법,봉제,완구,부피,물건,냉장고,시간,냉동,집먼지진드기,효과적,카펫,5~6시간,햇빛,시간,습도,성충,진드기,충란,효과,침대,매트리스,자체,일광,처리,살균,효과,공기청정기,에어컨,공기청정기,담배,연기,효과적,제거,집먼지진드기,단독,효과,실내,습도,예어컨,도움,습도,가습기,사용,진드기,0.2,0.4,벌레,비듬,진드기,0.2,0.4,벌레,사람,동물,피부,비듬,성인,사람,비듬,마리,3개월,심포지엄,이달,알레르기,진드기,생태,현황,연세대,의대,이한일,교수,기생충학,집먼,종류,12과,26종,이불,습도,집단적,9월,번식,가정,진드기,서식,밀도,미세,먼지,기준,45.3개,일본,덴마크,1530개,영국,선진국,교수,서구,우리나라,장판,온돌,먼지,온돌,발산,실내,공기,건조,침대,카펫,소파,환경,서구식,주거,진드기,비례,증가,가능성","침구류,지진드기,진공청소기,집먼지진드기,일광,연세대,우리나라,일본,영국,피부염,청정기,콧물,서구식,공기청정기,집먼,전문의들,치료법,덴마크,전문의,냉장고"
1997-10-25,전북일보,호흡성 먼지,사회-환경,"호흡,먼지,호흡성,먼지,입자,크기,감하,먼지,부유,먼지,크기,10마이크로미터,lm,무게때문,먼지,부유먼지,10lm이하,먼지,장시간,대기,lm,먼지,호흡,사람,도달,호흡,먼지,학자,0.5,5lm범위,먼지,호흡,먼지,분류,인체,건강,피해,먼지,입자,크기,미세,먼지들,우리나라,대기,환경,기준,PM-,항목,이기준,인체,피해,10lm이하,미세먼지,관리,설정","lm,10lm이하,호흡성,우리나라,이기준,5lm범위,10마이크로미터,마이크로미터,부유먼지,미세먼지,먼지들,감하,먼지,대기,크기,인체,미세,피해,호흡,기준,항목,환경,사람,도달,관리,학자,건강,무게,부유,분류,장시간,입자,범위,설정"
1997-10-27,헤럴드경제,(찜통)지하철 개선,지역-경기,"찜통,지하철,개선,1~4호,1년,역사,냉방,착수,서울시,투자,내년,2001년,단계적,승객혼잡도,지하철,역사,냉방시설,설치,역내,환기,시설,개량,지하철,환경,개선,2백,룩스,전동차,객실,거실,수준,3백,록스,상향,서울시,27일,18개,냉방시설,단계적,지하철,역사,설치,지하철,환경,선진국,수준,개선,3천억,내년,2001년,6개,역씩,냉방화,2기지하철,환승,8개,공사시,환승,역사,병행,설치,전동차,냉방,내년,2·3호,10량,전동차,냉방,송풍,장치,설치,계획,지하철,95개,냉방시설,설치,18개,냉방장치,미설치,나머지,온도,하절기,평균,승객,불편,2001년,1천,일반,미세,먼지,기준치,초과,시청,충무로,신도림,서울대입구,제기,미아삼거리,역사,공기오염,개선,방침,환기용량,부족,36개,환기시설,개량,수동재래식,34개,공기여과장치,자동,전기집진식,교체,지면높이,설치,쓰레기,투입,1백,개환기구,지상,1~2,m높이,인상,12월,지하,터널,청소,분진,흡입,열차,가동,내년중,구간,스프링쿨러,시범설치,방침,지하철,범죄예방,승강장,밝기,1백,룩스,2백,룩스,상향,조정,전동차,객실,조도,현행,룩스,3백,룩스,개선","전동차,서울시,1백,냉방시설,3천억,하절기,공사시,환기시설,3백,2백,충무로,기준치,m높이,신도림,재래식,서울대입구,지면높이,개환,승강장,전기집진식,공기여과장치,시범설치,스프링쿨러,개환기구"
